z,nz_dz
-0.0016474464579900872, 1.3898916967509045
0.1960461285008237, 1.3898916967509045
0.20263591433278416, 4.566787003610109
0.40032948929159806, 4.566787003610109
0.4069192751235584, 6.8772563176895325
0.5980230642504119, 6.8772563176895325
0.6046128500823724, 9.909747292418775
0.7957166392092256, 9.981949458483754
0.7957166392092256, 13.447653429602891
1, 13.51985559566787
1, 17.346570397111915
1.197693574958814, 17.418772563176894
1.2042833607907744, 20.23465703971119
1.3953871499176276, 20.30685920577617
1.3953871499176276, 20.884476534296027
1.5996705107084024, 20.884476534296027
1.5996705107084024, 20.52346570397112
1.797364085667216, 20.52346570397112
1.8039538714991763, 19.87364620938628
1.99505766062603, 19.87364620938628
2.00164744645799, 18.862815884476532
2.1993410214168043, 18.790613718411553
2.1993410214168043, 15.469314079422382
2.4036243822075782, 15.397111913357403
2.4036243822075782, 11.498194945848375
2.594728171334432, 11.498194945848375
2.601317957166392, 7.815884476534297
2.7924217462932455, 7.743682310469314
2.8056013179571666, 5.144404332129966
2.9967051070840203, 5.072202166064979
3.00329489291598, 3.2671480144404335
3.194398682042834, 3.2671480144404335
3.200988467874794, 1.9675090252707577
3.398682042833608, 1.8953068592057782
3.398682042833608, 1.1732851985559556
3.6029654036243826, 1.1732851985559556
3.596375617792422, 0.6678700361010854
3.794069192751236, 0.7400722021660648
3.794069192751236, 0.3790613718411535
3.9917627677100493, 0.3790613718411535
3.9917627677100493, 0.1624548736462117
4.189456342668864, 0.018050541516245744
